IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
6.2,France,Drama,Canal+,2000
5.5,India,Action,Deepak International,1981
6.3,Japan,Comedy,Fuji Television Network,2014
7.4,Mexico,Drama,Alameda Films,1995
3.8,United States,Drama,The Asylum,2012
6.4,Switzerland,Comedy,Sagittaire Productions,1985
5.8,Canada,Crime,Cinémaginaire Inc.,2012
5.2,Sweden,Comedy,Gimme a Break,2022
6.8,United Kingdom,Comedy,Pilgrim Pictures,1950
6.2,United States,Action,42,2019
6,United States,Comedy,Ridea Productions,2003
6.2,Australia,Drama,Pattison Ballantyne Production,1983
6.1,France,Adventure,Dear Film,1967
6.4,United Kingdom,Comedy,Searchlight Pictures,1999
5.9,Japan,Action,Toho Company,1953
7.2,Thailand,Comedy,GDH 559,2016
6.8,France,Drama,Lancelot Films,1998
6.3,Mexico,Comedy,Filmadora Panamericana,1973
5.6,Italy,Drama,Aurelia Cinematografica,1994
3.7,United States,Mystery,BlackFloor Productions,2017
5.5,Sweden,Drama,Film AB Lux,1941
6.1,United States,Drama,Distant Horizon,2008
6.8,Lithuania,Drama,ART&A,2008
6,Mexico,Adventure,Conaculta,2003
5.2,India,Drama,Saawan Kumar Productions,1991
2.6,United States,Horror,Polonia Brothers Entertainment,2014
6.1,United Kingdom,Comedy,Greenpoint Films,1983
6.9,France,Comedy,France 3,1978
7.2,United States,Comedy,Warner Bros.,1941
8.4,United States,Comedy,Backbone Trail Arts,2014
3.9,United States,Horror,Northeast Film Group,2009
6.8,United States,Drama,Capella Films,1993
4.9,India,Comedy,Kunal Kohli Productions,2008
6.6,Italy,Comedy,Mega Film,1966
7,United States,Comedy,A Group of Friends Dicking Around,2011
4.9,United States,Drama,One Circle Films,2021
7.2,Kazakhstan,Comedy,Corich Group,2017
5.3,France,Sci-Fi,Les Films 13,2006
5.9,Russia,Action,Beta Film TV,2007
6.2,Finland,Drama,Eloseppo,1940
5.8,United States,Documentary,Laymen Ministries,2019
6.7,Greece,Comedy,Inomenoi Kinimatografistai,1956
7,Cuba,Drama,Creative Artisans Media,2018
6,United States,Comedy,Gold Medal,1963
6.2,India,Comedy,Yash Raj Films,2005
8,United Kingdom,Documentary,Les Films d'Ici,1989
6.5,France,Comedy,Alicéléo,2001
6.8,United States,Drama,Trick Candle Productions,2016
5.6,France,Thriller,Les Films Corona,1971
5.1,Sweden,Crime,Svensk Filmindustri (SF),1938
5.9,United States,Comedy,Comet Productions,1947
4.5,Philippines,Comedy,Viva Digital,2005
6.6,United States,Drama,Lobit Sisters Productions,2009
6.8,Portugal,Biography,11:11 Films,2022
3.6,United Kingdom,Action,Black & Blue Films,2010
5.1,United States,Action,After Dark Films,2013
6.4,United States,Crime,Orion Pictures,1982
3.2,United States,Thriller,Big Biting Pig Productions,2011
7.8,United States,Action,"""Hey",2018
6.4,United Kingdom,Drama,Associated General Films,1976
4.7,Australia,Mystery,Village Roadshow Pictures,1990
4.9,Spain,Comedy,Sociedad General de Televisión (Sogetel),1996
6.5,Denmark,Biography,4Fiction,2018
4.7,Greece,Drama,A. Sylias Films,1970
7,United States,Biography,Columbia Pictures Industries,2006
6.5,Australia,Crime,Kastle Films,2008
8,United States,Drama,Vista Clara Productions,2013
3.5,India,Comedy,Roopa Films,1992
7.2,Spain,Crime,Canal+ España,2011
4.5,Turkey,Drama,Getto Film,2014
5.1,New Zealand,Drama,Daydream Productions,2007
3.9,Spain,Comedy,José Frade Producciones Cinematográficas S.A.,1975
6.9,India,Adventure,Dara Productions,1978
6,Italy,Romance,Aspa Producciones,1978
4.9,Sweden,Comedy,Svensk Filmindustri (SF),1940
7,Canada,Drama,Go Films,2016
5.8,United States,Comedy,Columbia Pictures,1982
6.1,United States,Comedy,Warner Bros.,1997
4.5,United States,Comedy,Periclean,1987
5.4,Spain,Drama,Esnatu Zinema,2019
7.3,Germany,Drama,Fanal-Filmproduktion GmbH,1935
5.1,Netherlands,Drama,TDMP,2017
6.5,France,Drama,Alicéléo,1992
7.4,United Kingdom,Drama,Diversity Music,1980
7.5,United States,Comedy,Hal Roach Studios,1933
7.1,United States,Adventure,Walt Disney Pictures,2011
6.6,United States,Drama,Wild Flower Films,2013
2.9,United States,Horror,The Asylum,2013
6.1,Germany,Comedy,Janus Filmproduktion GmbH,2009
5.8,France,Drama,Les Films des Tournelles,2021
5.3,United States,Drama,Kill Productions,1983
6,United Kingdom,Comedy,Bord Scannán na hÉireann / The Irish Film Board,1986
6.1,France,Drama,120 Films,2010
6.8,Poland,Drama,Human Power,2015
4.1,United States,Action,Code of Honor,2016
5.1,United Kingdom,Crime,Butcher's Film Productions,1957
4.7,United States,Crime,Good To Be Seen Films,2016
7.3,Bosnia and Herzegovina,Comedy,Refresh Production,2003
6.6,France,Adventure,Gaumont,1982
6.8,Philippines,Action,Viva Films,1990
6.6,United States,Comedy,Sol C. Siegel Productions,1957
6.4,United States,Comedy,Paramount Pictures,1981
6.4,France,Drama,Cocinor,1957
5.8,France,Comedy,Continental Films,1942
5.1,France,Adventure,Les Films d'Ici,2017
7.6,France,Crime,Compagnie Cinématographique de France,1959
7.1,Italy,Drama,Produzione Esecutiva Cinematografica (PEC),1967
6.9,Slovenia,Action,Z-Team,2013
8.3,United States,Animation,Pixar Animation Studios,2009
6,Germany,Comedy,TNF Tele-Norm-Film GmbH,2011
3.9,United States,Drama,Wild Dogs Productions,2014
6.4,Poland,Drama,WFF Lodz,1954
5.1,United States,Comedy,Soul Mining Productions,2016
6.3,United States,Adventure,Arcadia Pictures Corp.,1940
6.6,Canada,Comedy,Les Productions Vidéofilms Ltée,1989
7.2,United States,Comedy,Paramount Pictures,1989
7.3,Germany,Drama,Universum Film (UFA),1945
5.5,United States,Comedy,Pageant Productions,2009
5.1,Italy,Action,Petruka Films,1966
4.7,France,Drama,Les Films Plain Chant,1986
5.7,Brazil,Biography,Morena Films,1982
6,Japan,Comedy,Tricycle Film,2016
8.1,United States,Biography,Dreamworks Pictures,2002
4.8,Spain,Comedy,Taller de Cine,1981
6.4,Germany,Drama,Emre & Klein Capital Film,2017
8,United States,Drama,Tie a Yellow Ribbon,2007
7.1,United States,Drama,ESX Entertainment,2016
5,United States,Horror,Live Wire Films,2008
5.3,Germany,Comedy,New Flesh Films,2011
6.1,United States,Comedy,Free Dream Pictures,2014
5.8,India,Action,NH Studioz,1986
5,Indonesia,Adventure,Visinema Pictures,2022
5.2,France,Comedy,La Société des Films Sirius,1949
5.9,Japan,Horror,Toei Company,1975
6.7,France,Adventure,Brooksfilms,1993
5.1,United States,Drama,Compass Entertainment,2016
6.7,Sweden,Drama,Sandrews,1969
6.9,Indonesia,Comedy,Makkita Cinema Production,2016
4.3,United States,Drama,Twilight Movies,1996
4.7,United States,Drama,Metro-Goldwyn-Mayer (MGM),1991
7.4,United States,Biography,Searchlight Pictures,2019
4.3,United States,Comedy,Hunta Films,2009
5.3,United Kingdom,Romance,Aquila Film,1949
7.5,Italy,Drama,Gaumont,2006
5,United States,Comedy,IRS Media,1992
5.6,United States,Drama,Sense and Sensibility Ventures,2014
4.2,Italy,Western,Lattes Cinematografica,1972
7.8,Japan,Drama,Shintoho Film Distribution Committee,1950
3.4,United States,Comedy,Universal 1440 Entertainment,2019
4.5,United States,Comedy,IRS Media,1993
4.7,Finland,Comedy,Suomen Filmiteollisuus,1960
6.2,United Kingdom,Comedy,Gainsborough Pictures,1948
6.1,United States,Drama,Columbia Pictures,2001
8.4,Germany,Documentary,m&r Kreativ,2012
5.1,Poland,Comedy,TVN,2021
6.4,Germany,Comedy,Algefa Film,1940
6.7,United Kingdom,Drama,Bobo Kaminski,2013
6.6,United Kingdom,Drama,Jadran Film,1984
4.1,Canada,Crime,Annabelle Films,1993
6.5,Japan,Horror,Toei Company,1969
4.6,United States,Comedy,Goose's List,2017
6.6,United States,Action,Clay Pigeon Studios,2014
4.1,Italy,Musical,Rizzoli Film,1967
7.4,France,Drama,Hanoun,1967
7.5,Bulgaria,Drama,BNT,1993
6.8,Spain,Drama,Mapol Film,1954
6.9,Italy,Drama,Rodeo Drive,2012
5.8,United States,Action,Lightning Pictures,1990
5.1,United States,Thriller,Shapiro Entertainment,1986
5.5,United States,Drama,The Pacific Trust,1994
7.9,Spain,Drama,El Deseo,2002
5.2,France,Drama,Safia,1957
5.5,Australia,Comedy,HAA Films,2005
5.6,India,Comedy,Aamir Khan Productions,2022
3.5,Canada,Sci-Fi,North American Pictures,1988
5.9,Denmark,Comedy,Saga Studio,1967
7.8,India,Action,Navodaya,1984
5.2,United States,Action,Character Brigade,2016
6.5,United States,Action,Twentieth Century Fox,2004
8,Canada,Comedy,Drawn Onward Films,2015
6.8,Indonesia,Adventure,Miles Films,2009
6.2,United States,Drama,Metro-Goldwyn-Mayer (MGM),1938
6.7,"Korea, South",Thriller,CJ Entertainment,2009
6.9,United States,Drama,Penland Productions,1975
7.9,Japan,Comedy,Toho Company,1966
5.4,United Kingdom,Drama,Film Engineering,1931
5.4,Spain,Comedy,Productores Exhibidores Films Sociedad Anónima (PEFSA),1966
7,Brazil,Biography,VideoFilmes,2002
6.5,United States,Drama,Kino Korsakoff,1993
5.4,United States,Action,Metro-Goldwyn-Mayer (MGM),2003
5.7,United Kingdom,Crime,Elstree Independent Films Ltd.,1950
7.6,Australia,Comedy,Working Dog,1997
7.3,Canada,Comedy,Liquid Trout,2011
3.9,United States,Horror,Goldfinch,2021
6.9,Japan,Drama,Toho Company,1957
3.7,France,Action,Impex Films,1984
4.8,United Kingdom,Crime,Butcher's Film Productions,1958
6.7,Canada,Biography,New Mandate Films,2021
5.4,France,Drama,OSS/100 Films & Documents,2010
6.5,United States,Drama,Romson Productions,1956
6.1,Mexico,Comedy,Estudios Churubusco Azteca S.A.,1972
4.9,United States,Action,PM Entertainment Group,1992
6.6,Italy,Drama,Officina Film,2004
7.9,India,Drama,Mampra Foundation,2021
5.1,United States,Drama,Nor'easter Productions,2012
7.5,Philippines,Comedy,M-Zet Productions,2005
4.8,United States,Action,SmithHouse Entertainment,2006
5.1,United Kingdom,Drama,Clifton-Hurst Productions,1934
6.7,France,Drama,Les Films du Worso,2018
7.3,United States,Drama,TFD Company Ltd.,1972
6.1,United States,Action,Theodora Productions,1957
5.9,France,Comedy,Films Paul Wagner,1954
6.3,United States,Drama,Universal Pictures,1943
7.5,Japan,Drama,Kadokawa Publishing Company,1998
6.3,Turkey,Drama,And Film,1968
5.5,France,Drama,Ex Nihilo,2014
5.6,France,Comedy,Société Nouvelle de Cinématographie (SNC),1970
5.6,Spain,Comedy,Antena 3 Televisión,1996
7.2,United Kingdom,Crime,The UK Film & TV Production Company PLC,2005
5.8,United Kingdom,Romance,Sky,2001
4.7,Italy,Drama,Compagnie Industrielle et Commerciale Cinématographique (CICC),1950
6.1,Norway,Comedy,Lichtblick Film- und Fernsehproduktion (I),1997
5.9,United Kingdom,Adventure,Atlantic Entertainment Group,1989
3.1,United States,Thriller,Dean Production Group,2010
6.3,United States,Action,TriStar Pictures,1987
6.6,Australia,Drama,Dusty Productions,1983
4.9,United States,Drama,Traplight Pictures,2016
7.2,Japan,Animation,Office Academy,1978
5.6,Italy,Comedy,C.G. Silver Film,1984
6.8,Canada,Animation,Les Productions La Fête Inc.,1988
5.4,Spain,Drama,Maruxiña Film Company,2020
6.1,Japan,Comedy,Cinema Impact,2020
4.4,Spain,Comedy,Cinevisión,1975
5.8,United Kingdom,Crime,Paramount Pictures,2004
7.1,United States,Comedy,Fox Film Corporation,1934
7.5,Mexico,Action,Producciones Rodas S.A. de C.V.,1996
6,United States,Horror,Buck's Row,2018
6.9,Japan,Comedy,Pony Canyon,2008
5.7,United States,Drama,Nitestar Productions,1993
6.5,United States,Drama,Frankovich Productions,1976
7.6,United States,Documentary,Daedalus Productions,1994
5.7,United Kingdom,Drama,Venom Productions Limited,2001
7.3,Argentina,Comedy,Aliwood Mediterráneo Producciones,2011
6,Spain,Comedy,Boca Televisión S.A.,1999
6.9,India,Action,Ajanta Arts,1963
5,United States,Action,Harris Associates,1966
6.6,United States,Horror,Fire Fuel Productions,2011
5.2,Belgium,Drama,Corsan,1999
3.9,United States,Comedy,CineStar Productions,1989
5.6,Turkey,Comedy,Sugarworkz,2010
3.5,United States,Crime,New City Releasing,1995
4.4,United Kingdom,Drama,Butcher's Film Service,1947
6.7,Japan,Animation,Square Enix Image Studio Division,2016
6.3,United States,Drama,Rojo Productions,1973
5.2,Brazil,Drama,FAM Filmes,2003
5.6,United States,Action,Millennium Films,2006
6.1,United States,Western,Republic Pictures (I),1950
6.1,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1938
6.8,Spain,Comedy,Terranova & Labrador,2017
5.3,France,Drama,L.C.J Editions & Productions,2006
4.9,Mexico,Drama,Internacional Cinematográfica,1958
4.5,United States,Horror,Rex Carlton Productions,1962
3.4,United States,Comedy,Stag Films,2008
6.2,Australia,Comedy,For Pete's Sake Productions,2009
6.5,United States,Drama,Frederick Films,2003
5.2,France,Comedy,Paradis Films,1988
5,United States,Comedy,Gato Negro Films,2010
6.1,United Kingdom,Comedy,Henry Halstead Productions,1962
7,Japan,Action,Toei Tokyo,1967
5.8,United States,Comedy,John Beck-Naho Productions,1968
6.5,United States,Comedy,RKO Radio Pictures,1936
6.1,Turkey,Comedy,Birsel Film,1962
3.2,India,Action,Annapurna Studios,2013
4.6,Germany,Comedy,Royal Film,1991
6.4,United States,Adventure,Mavericks Inc.,1976
7.9,India,Drama,Chitradip,1965
5.1,United States,Adventure,Warner Bros.,1943
6.6,Germany,Drama,CIAK Filmproduktion,1993
6.5,Norway,Action,Cinemiso,2011
6.2,Japan,Thriller,Nikkatsu,1986
6.1,Bulgaria,Drama,Boyana Film,1990
7,Romania,Adventure,Casa de Filme Unu,1983
5.2,United States,Comedy,Open Road Productions,2009
7.1,Japan,Drama,Mainichi Newspapers,2010
7.2,United States,Comedy,The Mirisch Corporation,1967
5.8,India,Comedy,Dara Films Entertainment,2021
6.4,United States,Mystery,First National Pictures,1934
6.4,United Kingdom,Drama,Holly Productions,1967
6.6,India,Drama,Sahara One Motion Pictures,2006
7.1,United States,Adventure,Twentieth Century Fox,1936
4.7,Italy,Comedy,Incorporated Television Company (ITC),1976
6.2,Brazil,Comedy,Necrófilos Produções Artísticas,2014
4.6,Ukraine,Adventure,Kinorob,2019
4.4,France,Action,Cinémax,1987
7.8,France,Action,Les Films Ariane,1964
2.2,Turkey,Comedy,Pervasiz Yapim,2015
6.8,India,Drama,Ranjit Films,1974
6.2,Australia,Horror,Filmco Limited,1982
5.4,United States,Drama,Hidden Deadly Productions,2009
6.8,Canada,Comedy,Cinémaginaire Inc.,2007
6.4,Poland,Drama,"""Zespol Filmowy """"Perspektywa""""""",1983
6.2,United States,Horror,Travieso Productions,2012
6.5,India,Adventure,Minerva Movies,1956
7.2,Australia,Drama,Australian Film Finance Corporation (AFFC),2008
5.6,Australia,Comedy,Instinct Entertainment,2000
5.6,Germany,Comedy,Boje Buck Produktion,2005
5.8,India,Horror,Pali Films,2004
6.4,United States,Comedy,Columbia Pictures,2004
6.5,Sweden,Comedy,Wildwind Pictures,2021
6.2,Japan,Action,Shintoho Company,1998
5.3,United States,Drama,Little Bridge Productions,2003
6.7,Japan,Action,Toho Company,1961
6.4,France,Comedy,Les Films du Rivage,1996
6.4,Poland,Family,Studio Filmowe Se-Ma-For,1967
4.1,Italy,Horror,Baker Pictures,2009
6.2,Canada,Drama,Ranfilm Productions,1999
4.8,Canada,Action,American Cinema Independent,2002
5.5,United States,Drama,Cineglobe Productions,2007
6.2,Poland,Drama,"""Zespol Filmowy """"Syrena""""""",1965
6.7,Denmark,Drama,Det Danske Filminstitut,2014
5.9,India,Comedy,Anas Films,1996
6,France,Comedy,Régis Films,1973
4.8,United States,Action,First Born Production,2020
4.7,Sweden,Comedy,Anagram,2017
5,Mexico,Action,Cinematográfica Calderón S.A.,1969
6.1,Greece,Drama,Greek Film Centre (GFC),2016
3.4,United Kingdom,Crime,Ignited Hashtag,2020
6.3,Mexico,Adventure,Fidecine,2008
9,Bulgaria,Drama,Boyana Film,1988
6.1,Egypt,Drama,New Century Production,2014
5.8,Australia,Drama,Arenamedia,2013
6.2,Italy,Crime,Ministero per i Beni e le Attività Culturali (MiBAC),2003
6.2,France,Drama,France 3,1980
4.1,United States,Drama,Prototype Productions,1995
7.3,India,Action,Sri Lakshmi Narasimha Productions,2002
3.8,India,Drama,Star Entertainments,2004
6.2,Germany,Drama,DEFA-Studio Babelsberg GmbH,1991
7.6,Netherlands,Documentary,Netherlands Film Academy,2018
4.9,Italy,Action,PAC Film,1994
8,Romania,Comedy,Casa de Filme Patru,1986
6.6,France,Drama,Indie Prod,2022
5.3,Turkey,Drama,Kinema Film,2013
6.9,United States,Drama,Dogbyte Films,2010
3.3,United States,Action,Action International Pictures (AIP),1989
5.5,France,Drama,Les Productions Belles Rives,1991
5.7,Iceland,Comedy,Blueeyes Productions,2004
7,United States,Comedy,Malinius,2008
8.3,Germany,Drama,Fama-Film,1937
2.5,Italy,Horror,Interno11 Films,2004
5.1,United States,Drama,Encore Productions Inc.,1963
4.9,United Kingdom,Fantasy,H B Films,1991
6.1,Spain,Action,Morena Films,2013
5.3,Italy,Adventure,France Cinéma Productions,1962
7.6,United Kingdom,Biography,BBC Films,2019
5.4,United States,Drama,Visions Soar,2016
5.1,France,Drama,Horizons Cinématographie,1959
5.4,United States,Comedy,Silk Road Films,2015
6.5,United States,Biography,Warner Bros.,2009
5.9,United States,Comedy,Hrothgar Studios,2010
8.1,United States,Comedy,Universal Pictures,1944
5.4,Dominican Republic,Biography,Belier Entertainment Pictures,2003
6.7,Japan,Comedy,Nippon Television Network (NTV),2013
2.3,United States,Action,Polonia Brothers Entertainment,2017
5.9,United States,Drama,Tago Clearing Film Studio,2019
7.4,Australia,Adventure,Kino Film Company,1988
6.7,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1930
3.4,United States,Crime,Eye Scream Films,2016
6.1,France,Crime,A.J. Films,1973
4.8,Greece,Comedy,Karagiannis-Karatzopoulos,1967
3.2,United States,Horror,Red Phoenix Bookkeeping,2022
6.4,Germany,Drama,Cine-Allianz Tonfilmproduktions GmbH,1941
5.8,United States,Action,BUFO,2009
3.5,United States,Sci-Fi,Monster Island Entertainment,1998
4.8,South Africa,Action,Gambit Films,2021
4.6,Austria,Comedy,Wiener Mundus-Film,1953
5.5,Mexico,Drama,Acuario Films,1982
6.1,Greece,Drama,Greka Film,1979
6.4,France,Action,L.M. Productions,1989
5.4,United States,Drama,Budderfly Productions,2016
6.1,Turkey,Action,Erler Film,1975
7.9,United States,Action,Briggs Digital Media,2008
6.1,Mexico,Crime,9.5 Grados en la escala de Richter,2004
6.6,Bangladesh,Romance,Jaaz Multimedia,2013
6.7,Spain,Drama,Malas Compañías,2013
6.4,United States,Drama,Metro-Goldwyn-Mayer (MGM),1927
6.5,United States,Drama,Warner Bros.,1957
6.3,France,Crime,Balzac Films,1974
5.5,Mexico,Comedy,Celuloide Films,2014
5.2,Italy,Comedy,Gai Film,1932
5.4,Netherlands,Romance,TDMP,2022
6.1,United States,Drama,Monogram Pictures,1942
3.6,United States,War,Nathaniel Productions,1979
5.3,United States,Drama,Waterfront Pictures Corporation,2004
6.8,France,Drama,Maïa Films,2005
5.8,United States,Drama,Family Films,1958
7.2,Japan,Animation,TMS Entertainment,1982
3.7,United States,Crime,AGP/Ann Gillis Productions,1998
5.2,United States,Action,Oting SA,1975
7.6,Czech Republic,Comedy,Ceská Televize,1994
5.2,United States,Action,The Fanfare Corporation,1971
5.3,United States,Comedy,Gran Via Productions,2006
8.3,United States,Musical,Sometime Productions,2021
4.8,United States,Biography,Richard Fleischer,1969
6.5,United States,Action,Metro-Goldwyn-Mayer (MGM),1928
5.2,Italy,Comedy,HIFI Stereo 70 Kg,1971
6.7,Turkey,Romance,Hisar Film,1970
6.4,Italy,Comedy,Filmauro,1983
6,France,Comedy,Rouge International,2020
7.2,Finland,Biography,Aamu Filmcompany,2016
6.2,United States,Comedy,Voltage Pictures,2016
2.7,Italy,Comedy,Indiana Production,2020
4.9,United States,Drama,Republic Pictures (I),1936
4.5,Russia,Action,Alligator Reklamefilm,2007
7.4,United States,Comedy,Madigan Films,2007
4.1,Finland,Crime,Tuotanto Visa Mäkinen,1991
5.7,Germany,Family,Claussen Wöbke Putz Filmproduktion,2013
5.6,France,Crime,Actes Proletariens,1997
7.6,Cuba,Drama,Cuban State Film,1968
6.9,United Kingdom,Comedy,Steel Mill Pictures,2012
6.7,United States,Comedy,Scarred Heel Productions,2005
6.9,Czech Republic,Animation,Ceská Televize,2015
6.6,Italy,Drama,Victoria Film (Productions) Ltd.,1949
5.4,Italy,Comedy,Medusa Film,2010
5.2,United States,Comedy,Gold Circle Films,2008
4.5,Poland,Action,"""Zespol Filmowy """"Nike""""""",1970
6.2,Russia,Comedy,START,2020
6.9,France,Comedy,Arena Films,1999
8.1,Russia,Action,Ghoul Films Production,2019
