IMDB Rating,Country,Genres (1st),Production Companies (1st),Year of Release
3.7,Spain,Comedy,Arturo González Producciones Cinematográficas,1972
5.5,Canada,Thriller,Allegro Films,1999
6.3,France,Drama,Or Productions,2012
5.5,United States,Action,C.O.R.E. Digital Pictures,2007
6.6,United States,Drama,Paramount Pictures,2004
5.5,France,Comedy,Agat Films & Cie,2019
6.9,Germany,Crime,ONE TWO Films,2018
4.4,United States,Drama,Omega Entertainment,1989
6.1,United States,Horror,Super Chief Films,2008
5,Sweden,Comedy,S. Bauman-Produktion,1942
6.9,Canada,Comedy,Cinexus Bordertown Cafe,1992
5,Italy,Comedy,Mondial Televisione Film,1968
5,Canada,Horror,CanMake Productions,2017
6.8,France,Biography,Marvelous Productions,2021
5.9,United Kingdom,Drama,Flying High,1987
7.2,France,Thriller,Cité Films,1961
6.3,United States,Comedy,Nelson Entertainment,1994
6.9,United States,Comedy,Paramount Pictures,1978
4.3,Spain,Horror,Blues Films,2017
6.8,France,Comedy,Elison,2000
6,France,Crime,Régina,1957
5.7,France,Comedy,Légende Films,2013
7.6,India,Family,Cine Images,1988
6.5,Italy,Biography,Ge Si,1952
6,France,Comedy,Gimages 6,2003
3.8,United States,Comedy,Fox Film Corporation,1927
5.7,France,Drama,Les Films Galaxie,1984
7.8,Romania,Biography,Casa de Filme Trei,1977
4.5,United States,Horror,Cocksure Entertainment,2018
8.1,India,Action,Sharmadha Productions,1999
5.4,United States,Mystery,Concorde-New Horizons,1991
6.9,Greece,Action,Filmakers Corporation Ltd.,1984
6.7,"Korea, South",Comedy,CJ Entertainment,2004
6.4,Indonesia,Comedy,Falcon Pictures,2020
6.9,United States,Drama,Paramount Pictures,1983
6.9,Spain,Documentary,López-Li Films,2009
7.1,United States,Action,Warner Bros.,1999
6.5,Philippines,Horror,Viva Films,1996
6.4,United States,Drama,Mirror Films,2009
5,United States,Comedy,Jubilee Pictures Corp.,1939
6.5,Italy,Comedy,Italian International Film,2022
3.7,United States,Crime,The Sugar Box Company,2009
6.4,India,Drama,NH Studioz,1973
5,Spain,Crime,El Palenque Producciones S.L.,2007
6.3,Turkey,Adventure,Inter Film,1994
6.4,Australia,Drama,Liberty Films International,2009
4.2,United States,Fantasy,Patriot Pictures,2021
7,Japan,Crime,Gaga,2011
5.7,France,Documentary,Centre national du cinéma et de l'image animée (CNC),2000
7,India,Action,Royal Cine Arts,2017
6.2,France,Comedy,Les Films Tellus,1946
6.7,Argentina,Drama,Caudillo Cine,2019
6.7,United Kingdom,Action,Gainsborough Pictures,1943
5.2,United States,Drama,Clever Creatures,2013
6.4,India,Action,M.R. Productions,1982
7,Venezuela,Drama,Joel Films,2016
5.7,France,Crime,Canal+,1998
4.1,Turkey,Action,Anit Film,1983
6.6,United States,Comedy,Columbia Pictures,1940
7.5,Finland,Comedy,Filminor,1977
7.2,United States,Drama,Perlberg-Seaton Productions,1954
6.3,Switzerland,Drama,Princes Films,2021
5.6,Germany,Comedy,Graf Film,2013
5.1,Germany,Comedy,ARTE,1998
5.1,Italy,Comedy,Produttori Associati,1991
5.4,Italy,Comedy,Tre Tocchi Srl,2014
6.1,United Kingdom,Drama,Dreamtool Entertainment,2006
7,United States,Thriller,RLF Productions,1968
5.9,United States,Comedy,Surge Productions Inc.,1994
5.9,United States,Crime,Invincible Pictures Corp.,1936
4.1,United States,Comedy,Stage 6 Films,2008
5.6,France,Comedy,Why Not Productions,2005
7.1,United States,Comedy,Dynamicfilm Studios,2007
4.9,Argentina,Mystery,Particular Crowd,2022
8,Poland,Crime,"""Zespól Filmowy """"X""""""",1989
7.3,Chile,Drama,Lanza Verde,2021
4.7,India,Action,NH Studioz,1983
5.8,Canada,Drama,Canadian Film Development Corporation (CFDC),1974
2.9,United States,Horror,3rd Fathom Entertainment,2016
7.6,United Kingdom,Drama,Callendar Company,1985
6.6,United Kingdom,Biography,Channel Four Films,1994
6.9,Italy,Drama,Titanus,1961
8.6,United States,Drama,Arcay Studios,2021
5.3,United States,Comedy,Wonderland Sound and Vision,2019
4.3,Philippines,Drama,Viva Film,2022
6.6,Spain,Comedy,Ágata Films S.A.,1960
4.8,United States,Drama,Five Girls,1994
7.6,United States,Comedy,Square8 Productions,2015
6.1,Brazil,Comedy,Total Entertainment,2006
6.8,India,Action,A.G. Films P.,1977
6,Poland,Crime,Telewizja Polska (TVP),2005
5.3,United States,Comedy,Universal Pictures,2011
5.2,United Kingdom,Comedy,BBC Films,1997
6.4,United States,Drama,Selznick Pictures Corporation,1919
5.1,Finland,Comedy,Fennada-Filmi,1956
5.4,Greece,Drama,Pyrsos Film,1962
6.5,Poland,Comedy,Studio Filmowe Kalejdoskop,2021
6,Germany,Comedy,ARD Degeto Film,2010
7,Japan,Mystery,Toei Company,1998
6.5,Australia,Crime,Smoking Gun Productions,2003
8,United States,Biography,Accidental Gypsy Films,2016
5.7,United Kingdom,Comedy,FilmFour,2001
5.9,India,Action,August Cinema,2022
6.6,Portugal,Comedy,MGN Filmes,2022
6.3,Canada,Mystery,Mama-oo Productions,2020
6.4,France,Drama,Epithète Films,2015
3.8,United States,Action,Alexandria Films,1996
7.5,Italy,Drama,Verona Produzione,1973
2.4,Italy,Comedy,Ideacinema,2016
4.4,India,Comedy,Sai Krishna Productions,2010
5.6,France,Comedy,Hirsch,2005
7,France,Drama,Central Cinema Company Film (CCC),1958
6.9,"Korea, South",Drama,Eye Entertainment,2001
7.2,United States,Drama,Depth of Field,2017
6.4,United States,Adventure,Sony New Technologies,1995
6,Iran,Drama,Badi' Studio,1971
3.9,United States,Drama,Tweek City LLC,2005
6.2,United States,Action,Paramount Pictures,1997
6.5,Ireland,Comedy,Isle of Man Film Commission,2003
6.4,France,Drama,Moby Dick Films,2018
7.5,United States,War,Scene Seventeen Pictures,2003
6.1,Spain,Comedy,Nadie es Perfecto,2017
6,France,Drama,Dean Film,1991
6.7,Portugal,Drama,G.E.R. (Grupo de Estudos e Realizações),1988
7,United States,Mystery,Twentieth Century Fox,1942
4.7,Azerbaijan,Drama,Heydar Aliyev Foundation,2015
6,Spain,Drama,Morena Films,2010
6.9,United States,Crime,Walter Wanger Productions,1936
6.7,United States,Drama,Gun for Hire Films,1998
7.1,Chile,Biography,Agência Nacional do Cinema (ANCINE),2011
5.8,Germany,Drama,Seven Hills Pictures,2004
7.2,United States,Biography,Vice Studios,2019
5.2,United States,Comedy,Stupid Women Productions,2009
5.9,Australia,Adventure,Macquarie Film Corporation,2004
4.2,Canada,Comedy,ArtStar Pix,2001
5.4,United States,Action,Patriot Pictures,2016
4.1,Italy,Adventure,Play Entertainment,2020
6,United States,Drama,Twentieth Century Fox,1948
5.7,United Kingdom,Drama,Channel Four Films,1989
7.1,Japan,Drama,Galuk Premium,1991
6,Poland,Comedy,Studio Filmowe Kadr,1963
2.1,United States,Horror,Nomenclature Film,2019
6.1,Japan,Animation,Bodacious Space Pirate Production Committee,2014
6.1,Belgium,Drama,Avanti Films S.A.,1992
6.3,Germany,Biography,Richard-Oswald-Produktion,1930
3,Italy,Horror,Revok,2012
6.1,Argentina,Drama,Baraka Cine,2005
5.3,Turkey,Comedy,TAFF Pictures,2016
4,Spain,Comedy,I.F.I. España S.A.,1967
7,Germany,Comedy,die Film GmbH,2011
6.3,United States,Action,Warner Bros.,1978
6.3,Netherlands,Comedy,Alibi,2006
3.8,India,Action,Sanvi Productions,2011
4,United States,Horror,Full Moon Entertainment,1998
6.5,United States,Drama,International Productions,1984
5.2,United Kingdom,Comedy,Gainsborough Pictures,1949
5.4,France,Drama,Christmas In July,2017
5.8,France,Thriller,Nalina Films,1999
6.1,Italy,Comedy,Union P.N.,1985
6.4,France,Comedy,Pan Européenne,2018
6.9,United States,Comedy,Universal Pictures,1997
7.3,India,Action,Geetha Arts,2008
5.6,United States,Drama,Metro-Goldwyn-Mayer (MGM),2000
5.9,France,Drama,Gaumont,1983
5.2,Italy,Action,Fida Cinematografica,1965
6.9,United Kingdom,Comedy,Occupant Entertainment,2008
4.9,India,Romance,Sri Surya Films,2005
4.1,South Africa,Thriller,Lars International Pictures,1989
5.1,United Kingdom,Action,United UK Film Productions,2022
5.3,United States,Adventure,Sam Katzman Productions,1961
5.8,Italy,Drama,IntraMovies,2003
5.4,United States,Drama,RoRo productions,2009
6.8,Chile,Drama,Caco Films,2014
5.9,United States,Comedy,Defender Films,2012
5,Canada,Comedy,Pageman Production,2021
6.5,United Kingdom,Drama,Bard Entertainments,2002
6.7,Spain,Biography,A.G. Films,2003
6.5,United States,Drama,Zero Gravity Management,2016
6.2,Japan,Animation,Oriental Light and Magic (OLM),1998
7.3,Hungary,Comedy,Hunnia Filmstúdió,1959
5.1,United States,Drama,Hillcrest Productions,1947
6.3,Italy,Drama,Oscar Film,1959
6.5,Hungary,Comedy,JIFF Project - Jeonju Digital Project,2014
5.6,United States,Action,Metro-Goldwyn-Mayer (MGM),2009
6.1,United Kingdom,Biography,Milesian Films,1981
7.5,Chile,Biography,Le Pacte,2016
5,Turkey,Comedy,BKM,2017
6.4,"Korea, South",Drama,CJ Entertainment,1999
7.3,United States,Crime,Associated Players & Producers,1952
6.3,Switzerland,Drama,Vega Film,2018
2.3,United States,Comedy,Three Bird Pictures,2008
6.4,India,Action,Red Rose Creations,2017
5.2,United States,Action,Universal Pictures,1980
5.6,India,Adventure,Jules Entertainment,2016
5.9,Italy,Comedy,Giovanni Addessi Produzione Cinematografica,1963
5.9,United Kingdom,Horror,Film Collective,2021
4.6,United States,Drama,Before The Door Pictures,2017
7.6,India,Drama,V.I.P. Films,1972
8.8,United States,Crime,Culture Forward Media Group,2016
5.8,United States,Comedy,Maverick International,1981
6.2,United Kingdom,Drama,Argo Film Productions,1961
5.7,India,Action,Aascar Film P.,2015
4.6,United States,Comedy,Capacity Pictures,2010
6.3,United States,Comedy,New Line Cinema,1991
7.4,United States,Adventure,Murnau-Flaherty Productions,1931
5.1,Australia,Comedy,Comedia Limited,1987
5.5,Australia,Drama,The Steve Jaggi Company,2017
6.7,United States,Action,Go Films,2003
5.4,Italy,Comedy,Yarno Cinematografica,1992
6.1,France,Comedy,Cinéfrance Studios,2020
6.7,United States,Adventure,Odyssey Entertainment,2005
5.5,Finland,Comedy,Kinotaurus,2004
5.9,Germany,Comedy,NFP media rights,2012
7.8,United States,Documentary,Blanket Fort Media,2017
4.7,Iran,Animation,Honarpooya Group,2017
6.5,United States,Family,Golden Girl,2020
4.6,United States,Action,Hollywood Royal Pictures,1991
7,Italy,Action,Jama Cinematografica,1973
5.1,United States,Horror,Universal Pictures,1991
6.5,France,Crime,Contact Organisation,1955
5.6,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1994
5.6,United Kingdom,Crime,Forthcoming Productions,2013
4.7,United States,Action,Action International Pictures (AIP),1988
5.4,Spain,Drama,Esnatu Zinema,2019
5.8,Egypt,Adventure,Screen 2000,1990
7,France,Crime,Flora Film,1963
6.4,United States,Action,Warner Bros.,1951
6.1,Norway,Biography,4 1/2 Film,2019
6.2,United States,Drama,Paramount Pictures,1972
6.1,India,Action,Matinee Entertainments,2021
5.7,France,Drama,Une Fille Productions,2022
5.7,Philippines,Drama,Project 8 Projects,2019
6.1,United States,Action,Lorimar Film Entertainment,1989
6.1,United Kingdom,Drama,Hermetof Pictures,2011
4.1,United States,Adventure,Aries Cinematográfica Argentina,1985
6.4,Australia,Action,Screen Australia,2014
6.8,United States,Western,Universal Pictures,1934
7.7,Denmark,Comedy,M&M Productions,2005
5.6,United States,Action,Different Levels Entertainment,2020
5.6,United States,Western,RKO Radio Pictures,1936
7.7,Denmark,Drama,Zentropa Entertainments,2020
6.6,United States,Animation,Dante Film LLC,2007
6,United States,Comedy,Warner Bros.,1958
7.1,United States,Drama,Caliber Media Company,2015
6.3,France,Comedy,Film Oblige,2010
4.8,United States,Thriller,Cinema Studio Corporation,1993
1.4,Italy,Animation,Hollywood Gang Productions,1999
4.9,Italy,Action,Fulvia Film,1984
4.4,Mexico,Action,Producciones del Rey,1986
2.9,France,Comedy,Production Marcel Dassault,1984
7.6,Australia,Comedy,JNP,1985
7.1,Germany,Comedy,ARTE,1995
6.3,Slovenia,Comedy,Vertigo,2011
5.6,India,Comedy,Pasanga Productions,2013
7.4,India,Comedy,Annapoorna Pictures,1966
7.6,United States,Crime,Entertainment Manufacturing Company,2005
5.4,Sweden,Comedy,Film AB Lux,1945
7.6,Japan,Drama,Geiensha Company,1974
8,Cuba,Comedy,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC),1985
6.1,France,Comedy,Vendôme Production,2012
5.7,France,Comedy,Les Productions de la Guéville,1974
6.3,United States,Adventure,Twentieth Century Fox,1940
7.2,United States,Comedy,New Line Cinema,1990
6.1,Italy,Comedy,Cinecittà,2002
6.9,Italy,Drama,Arancia Cinema,1996
5.9,Greece,Drama,Athina Films,1966
7.1,France,Comedy,Les Films Gibé,1939
4.9,Greece,Adventure,Finos Film,1971
7.1,Sweden,Biography,Nordisk Film Production Sverige AB,2018
5.4,United States,Comedy,Room 215 Productions,2014
7.9,India,Biography,Film Poland Productions,2019
7.5,United States,Biography,Universal Pictures,1980
6,Sweden,Biography,Nordic Entertainment Group,2022
7.1,United States,Drama,Kelly's Filmworks,2011
5.4,France,Comedy,CASDEN Banque Populaire,2002
6.4,Germany,Drama,Schramm Film Koerner & Weber,2004
5.6,Italy,Crime,Magirus Film,1978
6.2,France,Comedy,Chapter 2,2021
4.3,Sweden,Drama,Svensk Talfilm,1953
4.6,United States,Action,Destination Films,2022
7,Japan,Drama,Toho Company,1953
7.6,Thailand,Comedy,GDH 559,2017
6.9,Bulgaria,Drama,Boyana Film,1978
7.5,Indonesia,Drama,Viera Films,2022
6.7,France,Comedy,France 2 Cinéma,1997
6.2,Indonesia,Comedy,RA Pictures,2018
5.5,United States,Comedy,Tonya M. Skoog Productions,2020
7.1,Philippines,Comedy,Viva Films,2016
6.5,United States,Comedy,Major Studio Partners,1982
5.7,France,Action,Mandarin Films,2005
7.8,United States,Comedy,Metro-Goldwyn-Mayer (MGM),1935
6.4,United States,Comedy,Paramount Pictures,1979
4.3,United States,Action,Wild7Films,2021
8,India,Crime,Kaleidoscope Entertainment,2003
5.6,United States,Comedy,A Hot Dog,2012
6.6,Spain,Comedy,La Nube Films,2013
7.1,Canada,Drama,Fullum Films Studios,2017
2.9,United Kingdom,Crime,Dangerous Productions,2012
6.4,Brazil,Drama,Cinematográfica Maristela,1951
6.6,United States,Comedy,Mirador Films,1999
4.7,France,Comedy,Les Films du Kiosque,2011
5.2,United States,Horror,Green Light Pictures,2022
7.2,India,Action,Sivaji Productions,1986
6.5,Hungary,Comedy,Hunnia Filmstúdió,2000
6.6,Turkey,Drama,Istanbul Film,1951
7.2,Nigeria,Action,4 Features Film Co.,2016
5.3,France,Drama,Les Films de l'Alma,1979
6.8,Germany,Drama,Tobis Filmkunst,1938
3.4,United States,Drama,Seraph Films,2019
6.1,United States,Drama,Tall Tales Productions,2012
6.6,Italy,Drama,Cinematografica Distributori Indipendenti (CDI),1948
4.9,Iran,Action,Farhang Film,1980
4.7,United States,Thriller,Stargazer Films USA,2018
5.5,United States,Comedy,Ladybugs,1992
6.2,United States,Adventure,Warner Bros.,1936
6.8,India,Drama,Telephoto Entertainments Ltd.,2002
7.3,United Kingdom,Drama,Film4,2022
7.2,United States,Drama,Orion Pictures,1988
7.2,France,Comedy,Da.Ma. Cinematografica,1978
6.7,Austria,Drama,Ulrich Seidl Film Produktion GmbH,2012
5.2,United States,Drama,Pathé Exchange,1931
7,Greece,Drama,Black Tree Productions,2022
4.1,Greece,Drama,Galaxias Films,1964
6.7,Spain,Comedy,La Zanfoña Producciones,2003
7.3,United States,Drama,Warner Bros.,1974
5.6,United Kingdom,Comedy,Pandora Cinema,2000
6.6,Nigeria,Comedy,BCI Studios,2016
7.1,Latvia,Drama,Ego Media,2020
5.5,United States,Action,Dos Dudes Pictures,2019
7.1,Germany,Comedy,ACHTFILM,2011
7.5,United States,Comedy,Columbia Pictures,2006
5.5,United States,Comedy,RKO Radio Pictures,1935
4.6,France,Comedy,CALT Productions,2005
6,United Kingdom,Family,Wadlow Grosvenor Productions,1979
7.1,United States,Adventure,Tiffany Productions,1930
6.4,United States,Comedy,Netflix,2018
6.6,France,Drama,Wy Productions,2022
6.2,Japan,Crime,Shintôhô Pictures,1959
7.1,Japan,Drama,Kabukiza Eiga,1957
6.4,United States,Drama,Warner Bros.,1955
6.8,France,Comedy,Viaduc Productions,1974
6.2,France,Comedy,Pathé,2008
6.3,Canada,Crime,Paramount Pictures,1992
6.7,Poland,Drama,Cinema Group,1977
7,United States,Drama,Paramount Pictures,1982
4.7,Turkey,Drama,Acar Film Prodüksiyon,1969
5.1,Italy,Comedy,Movie Factory,2008
6.3,France,Drama,Erato Films,1988
6.8,Mexico,Drama,Cinematográfica Jalisco S.A.,1962
5.6,Finland,Drama,Giron Filmi,1982
4.7,Italy,Crime,KC Films,2016
6,France,Comedy,Les Films du Kiosque,2010
6.9,Japan,Drama,Shochiku,1955
6.1,Brazil,Drama,Gullane,2011
5.6,United States,Adventure,Columbia Pictures,1953
5.8,Vietnam,Action,Studio 68,2022
7.1,United Kingdom,Comedy,APT Films,2003
3.3,India,Action,D.M.S. Films,1992
5.2,Poland,Crime,Filmové studio Barrandov,1985
9,Somalia,Action,Somali Film Agency,1985
6.2,United Kingdom,Comedy,Independent Artists,1962
7.5,Poland,Action,Canal+,1997
7.1,Italy,Comedy,Cineriz,1962
6.3,Sweden,Drama,Cinematograph AB,1971
6.1,India,Drama,Bake My Cake Films,2017
6.2,United States,Drama,Turmoil Films,2009
5.3,Sweden,Adventure,AB Thermaeniusfilm,1948
7.1,Turkey,Comedy,Kök Film,1983
6.2,New Zealand,Action,Dog with a Bone Productions,2017
3,France,Mystery,Same Player,2018
4.3,United Kingdom,Action,Parkgate Entertainment,2018
6.8,Mexico,Action,Estudios América,1960
7.4,Netherlands,Comedy,Ministerie van CRM,1975
4.7,Italy,Adventure,Medusa Film,1995
7,Poland,Comedy,Przedsiebiorstwo Panstwowe Film Polski,1949
7.6,United Kingdom,Biography,BBC Films,2019
6.8,Spain,Drama,Albarès Productions,1999
6.8,United States,Drama,Rod Webber Productions,2013
5.5,India,Romance,GB Studio,2014
5.9,Japan,Drama,Kitty Films,1979
7.5,India,Drama,Kamal Amrohi Pictures,2017
5.8,United Kingdom,Animation,Halas and Batchelor Cartoon Films,1961
5.7,United States,Comedy,Chill Productions,2012
4.1,Greece,Comedy,Spentzos Films,1984
5.8,Canada,Drama,49 Films,2004
6.7,United States,Comedy,Columbia Pictures,2003
6.1,United States,Fantasy,Golan-Globus Productions,1988
5.4,United States,Action,Roc-a-fella Films,2002
5.5,United States,Drama,Vice Studios,2018
6.8,United States,Drama,Summit Entertainment,2014
6.3,United States,Action,Hollywood International Multimedia Group Inc.,1999
6.9,"Korea, South",Action,Daewon Media,1988
7.3,United States,Crime,Access Motion Picture Group,2000
6.7,Italy,Drama,Ondarossa Film,2012
7.3,United States,Crime,Avenue Pictures,1989
6.7,Canada,Biography,Englander Productions,1983
6.5,United States,Documentary,Summit Pictures,2010
6,United States,Comedy,Black & White Productions,2007
6.6,Germany,Action,Universum Film (UFA),1942
7.6,Romania,Biography,Filmstudio Bucuresti,1960
4.4,United States,Comedy,Rastar Films,1981
6.4,Israel,Documentary,Intuitive Pictures,2017
5.9,Spain,Adventure,"""Cuaderno de Sara",2018
7.7,India,Action,Paramvah Studios,2019
6.4,United Kingdom,Drama,CBS Films,2012
4.2,United States,Action,Boxoffice International Pictures (BIP),1971
4.5,United Kingdom,Drama,An Emily Production,1976
7.3,Italy,Biography,Dmytryk-Weiler,1962
8.6,Bulgaria,Drama,Boyana Film,1972
6.7,Poland,Sci-Fi,"""Zespol Filmowy """"Perspektywa""""""",1980
7.8,Canada,Crime,Greg Horvath Productions,2008
7.5,Australia,Comedy,PolyGram Filmed Entertainment,1994
4.8,United States,Horror,Fun Size Horror Productions,2015
6.2,Denmark,Documentary,SF Studios,2010
7.6,Netherlands,Comedy,Centrafilm,1937
3.3,United States,Thriller,Rain of Fire Productions,2017
7.2,United States,Comedy,Watchmaker Films,1978
7.1,Brazil,Comedy,Crystal Cinematográfica,2000
6.9,United States,Comedy,Paper Street Films,2014
6.7,France,Comedy,Les Films du Worso,2014
6.9,India,Action,Goldmines Telefilms,2010
5.1,Japan,Crime,TV Asahi,1992
6.6,Turkey,Adventure,Ses Film,1945
5.1,United Kingdom,Comedy,British National Films,1942
3.2,United States,Thriller,Parking Garage Pictures,2016
6.5,Poland,Comedy,Canal+ Polska,2001
6.4,United States,Drama,Conrad Studios,2017
4.7,France,Comedy,Square Productions International (SPI),2001
7.1,Turkey,Drama,Murat Film,1981
4.4,Sweden,Drama,First Edition Pictures,2010
4.2,United States,Action,TriStar Pictures,1999
8.2,Indonesia,Action,Kalachakra Multi Sinema,2021
7,Mexico,Comedy,Clasa Films Mundiales,1950
6.1,Finland,Comedy,Bronson Club,2012
6,Germany,Comedy,Schulz & Wuellner Filmfabrikation,1935
6.2,United States,Action,New Line Cinema,1993
7.5,Sweden,Documentary,Atmo Media Network,2009
6.8,United States,Drama,Visual Communications,2015
6.5,Japan,Animation,Asatsu-DK,2008
4.8,United States,Comedy,Pullin Out Production,2010
7,India,Fantasy,Chembosky Motion Pictures,2021
4.2,United States,Comedy,88/90,2020
6,United States,Drama,Westwood Productions,1954
6.5,United States,Drama,The Final Season,2007
5.8,Bangladesh,Action,Arman Production,2001
6.2,United States,Drama,Monogram Pictures,1943
6,United States,Crime,Milton H. Bren and William A. Seiter Productions,1950
5.1,Austria,Biography,Österreichisches Filminstitut,2006
6.9,Canada,Drama,Serendipity Point Films,2007
6.7,United States,Crime,Edward Small Productions,1954
5.2,India,Horror,NH Studioz,1993
3.7,Denmark,Drama,Focus Film (I),1980
6.9,France,Drama,Novel,2017
5.8,United States,Drama,Wee Wee,2014
6.5,United States,Drama,Swirl Films,2014
6.2,Mexico,Comedy,Radeant Films,1971
6.2,Spain,Adventure,Telecinco Cinema,2016
4.7,Italy,Comedy,Gemini Pictures International,1969
7.8,Canada,Comedy,Famous Players Film Corporation,1980
5.3,Indonesia,Comedy,MD Pictures,2008
6.5,United States,Comedy,NewVoice Production,2015
3.8,United States,Crime,Buffalo 8 Productions,2021
4.9,Finland,Comedy,Funny-Films Oy,1980
5.9,Italy,Comedy,Italian International Film,2017
6.9,United Kingdom,Drama,BBC Films,2000
5.2,Spain,Comedy,Luis Megino,1975
2.6,United Kingdom,Comedy,Jaffa Entertainment,2008
3.2,Turkey,Comedy,Arzu Film,2005
5.2,United States,Horror,Midnight Kitchen Productions,2015
2.8,United States,Comedy,Drummond Productions,1987
6.4,Argentina,Drama,Patagonik Film Group,2008
5.2,Czech Republic,Action,Bio Art Production,2014
5.3,Finland,Drama,Finnish Film Foundation,1996
5,United States,Comedy,Team Effort Films,2009
5.1,Finland,Drama,Bad Taste,2014
5.3,United States,Adventure,Conn Pictures Corporation,1936
5.9,United States,Comedy,Richard A. Rowland Productions,1936
7.1,Japan,Animation,Shogakukan,2006
5.8,Argentina,Comedy,Aleph Media,2019
7.4,United Kingdom,Biography,Hal Wallis Productions,1969
5.8,Australia,Drama,Australian Film Finance Corporation (AFFC),1993
6.8,India,Action,White Poppkorn,2011
5.7,United States,Comedy,Spence-Williams Productions,1945
5,Japan,Action,Samurai Drama Channel,2019
5.1,United States,Comedy,Greenless Studios,2013
5.2,Turkey,Horror,Bir Film,2010
5.9,India,Comedy,Yash Raj Films,2011
5.7,Sweden,Comedy,FilmTeknik,1991
6.7,Greece,Drama,Finos Film,1961
6.4,Finland,Drama,AVEK,2002
7.1,Germany,Crime,Boje Buck Produktion,2006
6.8,France,Drama,Gaumont International,1973
5.8,France,Comedy,Les Films Saint-James,1960
7.1,United States,Documentary,Home Box Office (HBO),2019
6.7,Germany,Drama,Germania-Film GmbH,1939
4.6,Canada,Drama,Blackwatch,1998
2.8,United States,Horror,The October People,2013
3.8,Italy,Musical,Fidia,1954
5,Philippines,Action,RNB Films,1988
8.6,United States,Drama,Liberty Films (II),1946
4.8,United States,Horror,United Filmmakers,1990
5.9,Poland,Comedy,ParasiteFilms,2022
5.5,Finland,Comedy,Lunaris,1984
6.3,France,Biography,Rectangle Productions,2020
5.6,Mexico,Comedy,Oro Films,1967
7.5,Hungary,Drama,Budapest Filmstúdió,1988
3.9,Finland,Comedy,Suomi-Filmi,1934
8.6,United Kingdom,Comedy,Viewfinder Films Ltd.,1964
7.1,United Kingdom,Drama,Virgin,1984
7.4,Mexico,Action,Productora Fílmica México,1966
5.8,United States,Comedy,Left of Center Productions,1997
6.6,Portugal,Comedy,MGN Filmes,2022
6.1,Netherlands,Drama,CanCan Cinema,2012
7.9,India,Comedy,Satyajit Ray Productions,1961
6.7,Portugal,Drama,G.E.R. (Grupo de Estudos e Realizações),1988
7.5,Philippines,Comedy,Neo Films,1998
6.1,Argentina,Action,Instituto Nacional de Cine y Artes Audiovisuales (INCAA),2011
8,Bulgaria,Drama,Boyana Film,1990
7.4,Russia,Comedy,Fountain Cinema,1993
7.4,India,Action,M.R. Productions,1997
3.5,United States,Drama,Concorde-New Horizons,1991
3.9,Netherlands,Comedy,Fuga Filmprodukties,1975
7.2,Indonesia,Comedy,Mizan Production,2010
4.7,United States,Comedy,Nexus Group,1985
7,France,Comedy,Les Films du Cyclope,1962
6.1,Canada,Action,Fred Rogers Productions,2016
2.3,Finland,Drama,Filmistuudio Kalevipojad,2012
5.6,Italy,Drama,Prodimex Film,1970
5.4,United States,Comedy,Indie Rights,2008
7.8,India,Drama,National Film Development Corporation of India (NFDC),1989
5.1,India,Action,Allin Pictures,2015
5,United States,Comedy,E Pluribus Productions,2016
4.8,France,Adventure,La Société des Films Sirius,1947
7.8,United States,Biography,Fox 2000 Pictures,2016
4.9,Czech Republic,Comedy,Marlene Film Production,2022
6.2,Russia,Comedy,Bazelevs Production,2010
5.8,"Korea, South",Drama,CJ Entertainment,2009
5.3,Belgium,Comedy,René Vlaeyen Film Productions,1988
4.8,Mexico,Biography,Filmadora Panamericana,1960
3.9,Italy,Horror,Real Dreams Entertainment,2011
6.3,United States,Drama,Sol M. Wurtzel Productions,1949
5,United States,Comedy,ASA Pictures,2018
6.1,United States,Drama,Beautiful Confusion Films,2009
6.3,United States,Drama,Autumn Productions,2016
7.1,United States,Comedy,Possible Films,1997
3.9,India,Drama,Kabir Khan Films,2017
4.6,Spain,Comedy,Estudios Roma,1976
6.8,United States,Drama,Universal Pictures,1935
5.4,Turkey,Romance,Kemal Film,1971
7.2,France,Comedy,Alicéléo,1996
5.4,United States,Drama,Edit This Productions,2004
5.4,United Kingdom,Action,Azucar Entertainment,2006
5.5,United States,Comedy,Seventh Picture Productions LLC,2005
6.3,United States,Thriller,Sure Crossing Films,2010
5.9,Austria,Musical,Erma-Film,1955
5.2,United States,Horror,Dominant Pictures Corporation,1963
5.7,United States,Drama,First National Pictures,1930
6.7,"Korea, South",Drama,Hwaseong Co.,1960
4.8,Australia,Crime,Goldsworthy,1969
1.9,United States,Comedy,Lionsgate,2008
6.1,Canada,Drama,Random Moment Productions,2009
5.9,Philippines,Action,New World Pictures,1972
7,United States,Crime,Jon Jost Productions,2008
7.4,Thailand,Comedy,Jorkwang Films Co.,2011
4.5,Italy,Comedy,Thunder Film S.r.l.,1998
5.8,United States,Comedy,Alcon Entertainment,2011
6,Australia,Comedy,Princess Pictures,2010
7.1,Mexico,Drama,Pop Films,2012
7.1,Iran,Comedy,Gorooh-e Azad-e Film,1974
7.5,United Kingdom,Thriller,Maya Film Productions Ltd.,1972
5,United States,Horror,Kangas Kahn Films,2009
3.6,Italy,Comedy,Davia Films,1996
